"X"	"age"	"gender"	"humanmade"	"concern"	"efficacy"	"income"	"edu3"	"translation"	"univdummy"	"theta1"	"theta2"	"theta3"	"theta4"
"1174"	1173	2	1	1	0.75	0.3333333	550000	0	"Ég held að þetta sé eitthvað sem gerist í hringrásum hér á jörðinni að þetta breytist allan tímann og þarf að gera það öll ár en nú er seisest 10-30 skemmtanir sem við höfum valmyndirnar byrjað og eyðileggur mikið magn af úrgangi í sjónum Aldt Dor Mikið óskipt veiði í sjónum Dies fljótlega ef við hættum ekki !!!!!!!!!!!! Auk þess að það er miklu miklu meira hræðilegt að við veljum og gleymast FY skammarlega manna "	0	0.355625298032016	0.0674105524050976	0.356222988401265	0.220741161161621
"1175"	1174	6	1	1	1	0.3333333	400000	1	"Ég held að stjórnmálamenn þora ekki að takmarka losun í ótta við lægri neyslu og minna raddir í vali "	0	0.229556172333451	0.162784067289097	0.380117576139067	0.227542184238386
"1176"	1175	2	1	1	1	1	360000	3	"Ég þá er það stórt vandamál fyrir allt land "	1	0.209397586574252	0.0981364619943319	0.388675882255704	0.303790069175712
"1177"	1176	1	1	0	0.75	0.3333333	245000	2	"Ég tjald á slæmt veður "	0	0.127687465676663	0.647710071355979	0.134571822572809	0.0900306403945495
"1178"	1177	6	2	1	0.75	0.3333333	300000	3	"Ég held: barnabörn okkar og mannkynið getur fengið stórkostlegt lífsaðstæður "	1	0.240083950919566	0.1292316597834	0.3905657581896	0.240118631107434
"1179"	1178	1	2	1	0.5	0.3333333	70000	1	"Ég hugsa um losun CO2 Ég held að það verði heitari vegna þess "	0	0.248454948486291	0.254500855043034	0.271948587216505	0.22509560925417
"1180"	1179	2	2	1	0.5	0.6666667	0	3	"Ég hugsa um Svalbarða og ísbræðslum. Ég hugsa líka um Kína og lönd eins og þvinganir ótrúlega mikið og furða hvernig hægt er að draga úr þessu, hugsa ég líka um orkusparnað í mörgum mismunandi gerðum - hita dælur Ledlight tæki og búnað sem notar verulega minni orku en það sem hefur verið algeng fyrir og margt fleira "	1	0.283984046417826	0.0828160343453378	0.370072233557926	0.263127685678911
"1181"	1180	1	2	1	1	1	0	2	"Ég hugsa um regnskóginn sem ákærði niður á hverjum einasta degi og þar sem Del Norway Statoil og Lífeyrissjóðurinn hefur með þessu og gerir það mér ógleði þar sem tvöfalt siðferðilegt við erum "	0	0.161849788803525	0.0341669892043056	0.571341674395155	0.232641547597015
"1182"	1181	6	2	1	0.75	0.6666667	290000	1	"Ég hugsa um ísjaka sem bráðna og þannig auka sjávarmáli á mildari loftslaginu meira órólegur veður með stormi og mikið úrkomu á heimshluta okkar á öðrum hlutum sem það er þurrt "	0	0.254139445247296	0.391821402115784	0.223455999777111	0.130583152859809
"1183"	1182	1	2	1	0.5	0.6666667	450000	3	"Ég hugsa um hlýnun jarðar "	1	0.28806775142747	0.21677126575905	0.289743196619564	0.205417786193916
"1184"	1183	2	1	1	1	0.3333333	91000	2	"Ég hugsa um fátæka lönd sem fá mikið af sjúkdómum vegna þess að það er að hugsa um suma lönd sem fara undir vatn eftir nokkur ár "	0	0.215986062241874	0.101643244475381	0.35573364229471	0.326637050988035
"1185"	1184	4	2	1	1	0.3333333	0	3	"Ég hugsa um verra framtíð fyrir þá sem koma eftir okkur og þekkja sársaukafullan tilfinningu í maganum "	1	0.17924406505461	0.149435457693114	0.297176970891525	0.374143506360751
"1186"	1185	5	2	1	1	0.3333333	454000	3	"Ég hugsa um þá sem koma eftir mér Hvernig fær það fyrir þá? "	1	0.222581921192259	0.095273985668614	0.309898075423142	0.372246017715985
"1187"	1186	4	1	1	0.75	0.6666667	1000000	0	"Ég hugsa um öll þau tækifæri sem við höfum og sem auðvelt er að innleiða en vegna þess að stefna skortur á frumkvæði skortur á nýsköpun og mest af öllu skorti á langtíma hugsun er ekki rætt og mun minna framkvæmt af hverju segir það ekki td eftir -Isulation húsa er hægt að innleiða VSK-FRJÁLS? Margir fleiri hefðu gert þetta af eigin vinum sínum þegar slíkir hlutir gerast ekki að byrja að hugsa um hvað stjórnmálamenn hugsa virkilega hvað er eða hversu alvarlegt er loftslagsbreytingar í raun? Ef þetta er svo mikilvægt (eitthvað sem ég trúi á), ætti maður að hefja tafarlausa aðgerð til að leiða fólkið í rétta átt og ekki sama um fólkið á sama tíma í raun að þjóna á þeim ráðstöfunum sem skortur á slíkum hugsun stuðlar að stórum Til neyslu stjórnmálamanna og óséður íbúa er hættulegt þróun fyrir fólk og þjóð að fullu "	0	0.245415941096968	0.0225151036292547	0.436216039829006	0.295852915444772
"1188"	1187	2	2	0	0.25	0.6666667	0	0	"Ég held að mikið sé að hugsa að það sé jákvætt að við horfum á tækifæri til að draga úr mengun sem hugsar að loftslagið hafi verið öðruvísi áður en það hefur gestgjafi í Svalbard osfrv. Ég held að loftslag og hitastig á jörðinni hafi hringrás sem er hvernig ég sé það og ég held að norska yfirvöldin hafi hringrás. Og stjórnmálamenn nota loftslag til með \"góðri ástæðu\" gætu vona að auka skatta og gjöld um stund var hlýnun jarðar sem var smart varir stjórnmálamanna en þegar það virtist ekki passa, varð það loftslagsbreytingar! "	0	0.483357393430961	0.0802075426673996	0.235058812975881	0.201376250925759
"1189"	1188	1	1	0	0	0.3333333	470000	3	"Ég held að ekkert sé mér sama um loftslagskreppuna sem er frábær óþekktarangi "	1	0.197102533213551	0.0563357849756825	0.415827664921278	0.330734016889488
"1190"	1189	2	1	0	0.75	0.3333333	340000	1	"Ég held fyrst og fremst að þetta gerist af eðli náttúrunnar, held ég að það séu margir sem eru að leita að peningum sem tala um mannavöldum loftslagsbreytingum sem eru hreinar eins og til dæmis þegar ég bjó í [] tímabil og tók í gangi með [] Hefur ég fundið fyrir því að margir hugsa um sjálfir frekar en umhverfið og ég hugsa um og sama hér í [] Jafnvel ef það mun í engu að síður verða alfarið í ljósi góðs tíma framundan ef fólk tekur almenningssamgöngur eða bíllinn með því að horfa á það stór mynd sem ég held að losun í ám og þetta heilablóðfalli ætti að koma fram of góðar til að þetta ætti að vera refsað miklu erfiðara en það er gert í dag á öllu sem ég vil hafa mikla viðurlög fyrir þá sem stunda mengun hvaða mælikvarða [] er Fyrir mig er óhreint høl og ég átta mig ekki á því að það er ekki gert meira Ég skil það einfaldlega ekki það eru slíkar hlutir sem fyrir mig gera það að ég fæ minna og minna trú á mann þegar ég las um / horfa á sjónvarpið um ruslið sem sendi það til hluta Afríku fæ ég skíði Ig sagði bara það sem er fyrir mig alveg óskiljanlegar börn sem velja á gömlum tölvum osfrv. Til að selja litla sem þeir ná að batna frekar fyrir sumar klútar sem kunna að vera flókið til að binda enda á þetta en maður verður að setja aðgerðir í mörgum liðum hér og þarfirnar. sem eru búin til fyrir neytendasamfélagið ætti að Jack niður 10 hak, ég er líka dragi af því að sjá orðið loftslagsbreytingar fyrir manninn er vonlaust spillt maður getur aldrei lagað þetta skilur að margir brenna virkilega til að gera hlutina betur fyrir okkur öll en hvenær þá líka a allt brugga af fíflum þarna úti er ekki mikið von "	0	0.194106240358165	0.0194441314990162	0.322677827367743	0.463771800775076
"1191"	1190	1	2	1	0.5	0.3333333	40000	2	"Ég hugsa fyrst og framan á Norðurpólnum og suðurpólnum sem ísinn bráðnar og vatnið rís upp og það mun rísa upp á hæð okkar, held ég líka um borgina mína ([]) þar sem hvert ár er staða um hversu mikið mengun við höfum [ ] að þetta sé heilsu hættulegt og að loftslagsbreytingar verða að vera í gangi fyrir eitthvað til að bæta ég held að loftslagsbreytingar séu stór vandamál í heiminum í dag og við gerum ekki nóg til að gera það með því að gera það "	0	0.278668419007374	0.0819260306466775	0.270184565416531	0.369220984929418
"1192"	1191	3	2	1	1	0.6666667	400000	3	"Ég held að það sé ógnvekjandi og það er kominn tími til að taka ógnina alvarlega á hverju ári eykur veðurbundnar kreppur og við í Noregi verður að skilja að við viljum ekki alltaf vera varin af olíufé okkar sem við verðum að hugsa um þá sem koma eftir okkur og sýna samstöðu saman til að lækka neyslu og lægri losun "	1	0.206103064577297	0.0413753583538139	0.457666554715779	0.294855022353111
"1193"	1192	5	1	1	0.75	0.3333333	250000	0	"Ég held að í Noregi séum við svo fáir að áhrifin sem við höfum á loftslaginu eru í lágmarki samanborið við þar sem helstu íbúarnir eru í heiminum sem við munum keyra á með umhverfisskattum OA gjöldum á BL eldsneyti (dísel / bensín) hér til Land (Nordnorge) með langa vetur og miklar vegalengdir, næstum hræsni og aðeins peninga í illa ráðstafað ríkissjóð! Olja er okkar og vatnsorka okkar, svo að við ættum að hafa góðan af þessu, það myndi ekki hafa áhrif á loftslagið á jörðinni fyrir umtalsverðar gráðu (þó að það væri ekki gott dæmi) og láta Olja í Arcti vera áfram! "	0	0.187270014582486	0.0313978142136384	0.607206943977472	0.174125227226404
"1194"	1193	6	2	0	0.25	0	262108	3	"Ég held að loftslagsbreytingar hafi átt sér stað við mismunandi rými upp í gegnum aldirnar, óháð losun manna sem menga er annað mál og verður að berjast gegn "	1	0.266977029021221	0.0589525968467739	0.411030734603813	0.263039639528191
"1195"	1194	3	2	0	0.5	0.6666667	550000	3	"Ég held að loftslagið hafi farið í \"Wave dali\" áður og telur að söguna ætti einnig að nota og rannsakað rétt áður en að hringja í þennan mannavöldum loftslagsbreytingum en ætti að vera tilbúnar breytingar svo ég tel að hægt sé að stöðva þróunina Ef heimssamfélagið er háð ströngum ráðstöfunum. Hugsaðu reiði þarf að ná árangri sem skrímsli "	1	0.35744425734475	0.0584019988332013	0.407868882573321	0.176284861248727
"1196"	1195	2	1	1	0.75	0.6666667	400000	1	"Ég held að loftslagsbreytingar á gróðursettu kannski svolítið sama þessi maður hefur áhrif á það of gott. Jörðin er lifandi planta sem lítur ekki alltaf út eins og það gerir núna þetta er líklega bara tími okkar undir sólinni meðan við setjum hraða á bak við tímann the "	0	0.162968384421252	0.021766485443286	0.501138952067407	0.314126178068054
"1197"	1196	2	1	0	0	0	550000	2	"Ég held að IFLG jarðfræði loftslagsbreytingar hafi átt sér stað nokkur þúsund sinnum síðasta árstíðir "	0	0.352544645058193	0.0945723881094283	0.3355626166554	0.217320350176979
"1198"	1197	1	1	0	0.5	0	0	1	"Ég held að það sé ekki svo mikið sem við getum gert vegna þess að það hefur ekki svo mikið með VA við gerum að gera loftslagsbreytingar hafi gerst engu að síður (eins og það hefur gert áður fyrir þúsundir árum síðan) en við gerum það svolítið hraðar "	0	0.171954607838571	0.0148962151834682	0.52682014351662	0.28632903346134
"1199"	1198	3	1	1	0.75	0.3333333	550000	3	"Ég held að það sé erfitt að fá gert neitt en við þurfum að reyna að við skuldum okkur og börnin okkar að gera það sem við getum og það verður að gerast fljótt en ég er svartsýnn sem ég held að við séum í nokkra áratugi að upplifa stórar breytingar á breytingum á heimshlutum enginn okkar þekkir afleiðingar þess "	1	0.145572359706914	0.0234145938773328	0.568035897438665	0.262977148977088
"1200"	1199	1	2	0	0.5	0.3333333	0	1	"Ég held að það sé látlaust ekki stórt vandamál fyrir mig og loftslagsbreytingar í Noregi er svolítið erfitt en það gengur vel "	0	0.300015340522332	0.0597164649412131	0.360455492485054	0.2798127020514
"1201"	1200	2	1	0	0.25	0	240000	3	"Ég held að það sé vandamál í geimnum "	1	0.248710532993019	0.123703815758128	0.322894918782795	0.304690732466058
"1202"	1201	5	2	0	0.5	0.3333333	700000	3	"Ég held að það séu margar mismunandi skoðanir erfitt að vita hver á að treysta einhverjum telur að einhver ýkjar skoðanir sínar "	1	0.208332402439	0.0604326396792928	0.389489698737172	0.341745259144536
"1203"	1202	1	2	1	1	0.6666667	150000	3	"Ég held að það sé mjög skrýtið forgang nýrra stjórnvalda að það sé mikilvægara að fjarlægja bann við lakkrísarpípum og hafa fáður opinn á gamlársdag en að ræða og forgangsraða umhverfisvænni prófíl fyrir Noreg og frumkvæði almenningssamgöngur Hair ferðamenn! "	1	0.186566413256905	0.064005935108618	0.467457486525597	0.28197016510888
"1204"	1203	3	2	0	0	0	270000	2	"Ég syfja að það sé málið sem hefur verið hushed í fjölmiðla og gerði mikið verra en það er endilega áhyggjur af mér og held ekki að það sé svo mikið sem við getum gert úr eða til að breyta hugsanlegri breytingu á loftslaginu hér Á jörðinni hefur það gerst áður en við höfum haft ísöld "	0	0.214528871908561	0.0242350668054618	0.413676870032501	0.347559191253475
"1205"	1204	2	2	0	0	0.3333333	150000	3	"Ég finn það of mikið áherslu á loftslagsleigusamninga, gefur fólki sekur og stærri fyrirtæki finnast þrýsting á að þeir verða að vera hámarka hlutlaus grænn og dagsetningar "	1	0.253191741054184	0.0775448919361041	0.315204908516587	0.354058458493125
"1206"	1205	5	1	0	0.75	0.3333333	730000	3	"Ég sé enga ástæðu til að efast um að loftslagið sé í breytingum og ég vona að mannvirkni sé mikilvægur / aðalástæðan fyrir þessu þannig að breytingin er snúið með breyttum mannlegri hegðun sem ég held að sé mögulegt að auki vona að ég muni ekki upplifa loftslagsbreytingar af stórum eldgosum "	1	0.380947854538569	0.076169513141943	0.335627667238923	0.207254965080565
"1207"	1206	6	2	1	0.75	0.6666667	360000	2	"Ég sé nú þegar loftslagsbreytingar, það ætti að vera vetur núna en er næst Orcarer okkar og Thrones segja síðast, held ég að það sé ógnvekjandi "	0	0.236741174500252	0.132174737310279	0.318532174753301	0.312551913436168
"1208"	1207	6	1	0	0	0	420000	3	"Ég get ekki borið meira um loftslagsbreytingar sem ég er þreyttur á þessu "	1	0.21569496026216	0.170759664229293	0.334337319354776	0.279208056153771
"1209"	1208	2	2	1	0.75	0.3333333	428000	3	"Ég verð að skerpa mig verða betur og gera breytingar sem ég get í daglegu lífi "	1	0.165248359534275	0.0819494679167648	0.386057993902672	0.366744178646288
"1210"	1209	3	1	0	0.5	0.3333333	390000	2	"Ég trúi því að sólin sé stærsti þáttur loftslagsbreytinga léttir vel hjálpar fólki ástæðu þess að sólin hefur hegðað sér svolítið undarlega eftir að síðasta suncycle byrjar um 2008 Einhver telur einnig að aðrir plánetur í sólkerfinu séu að upplifa loftslagsbreytingar eitthvað að flestir stjörnufræðingar segjast eru samsæri kenningar persónuleg ég verð að tengjast því að því sem sagt er og skrifað fyrir loftslagsbreytingar á staðnum er ekki til staðar, sem hefur kennt, við verðum í vestrænum heimi að skerpa okkur og hætta að batna og eitra eina staðinn í Sólkerfið sem við getum lifað eftir dagsetningu dagsins "	0	0.0990292656964329	0.00864797971956912	0.547060053614543	0.345262700969454
"1211"	1210	4	2	1	0.5	0.3333333	400	2	"Mér líkar ekki við þær breytingar sem eru í loftslagi "	0	0.215217622127077	0.0879936800926015	0.457943538817965	0.238845158962357
"1212"	1211	1	1	1	1	0.6666667	0	2	"Ég vona og biðja um að lönd heimsins muni sammála um alhliða samkomulag. Það er hægt að gera eitthvað um þetta vandamál en ríkir lönd verða að hætta að vera svo gráðugur og hjálpa í raun fátækum löndum með því að taka þátt í loftslagssviði iðnaðar og CO2 minnkandi ráðstafanir í fátækum lönd sem og í eigin olíu sjóðinu ætti að draga úr öllum óhreinum og umhverfisþjónustu og frekar notaðar til fjárfestinga í umhverfisvænni tækni innviði o.fl. Í öðrum löndum, SÞ ætti að geta búið til sjóð sem allir ríkir lönd ættu að greiða a kvóta á td 1% af vergri landsframleiðslu eða það sem mestu þurft að þar sem peningarnir fara í framfarir umhverfisvænar ráðstafana í U-löndum, þá ætti ríkur lönd neydd til að eyða öðrum helmingi af því sem verðmæti þeir spýta inn í sjóðinn aukalega við svipaðar verkefni eða aðstoð og efst á þessu ætti þetta að draga úr samkomulagi um losunarjöfnun með þessum sjóðsjóði og í landinu viðbótar skuldbindingum eins og hvatningu til U-landsins til að undirrita samninginn þar sem við ríkum löndum sem hafa búið til PR móðgunin sem við verðum að taka mestan ábyrgð "	0	0.122251167315629	0.00972862270227976	0.58318823865412	0.284831971327971
"1213"	1212	2	1	1	0.25	0	390000	2	"Ég vona að það geti verið stöðugt og ekki breytingin verða of stór "	0	0.20606969650688	0.067933987705441	0.338774861003438	0.38722145478424
"1214"	1213	7	1	0	0.5	0	550000	0	"Ég heyri orðið-í-dýpt-fyrir náttúruna skipuleggur allt og til enda og dómsdaginn! "	0	0.243835957443067	0.234141701626207	0.253376660250451	0.268645680680276
"1215"	1214	7	1	0	0.25	0.3333333	600000	3	"Ég man eftir góðri rigningu og stormar frá 1930 og vertu viss um að það væri að tala um ísbræðsluna í Norðurskautssvæðinu, sem ég hugsa um að \"loftslagsbreytingar\" hafi orðið tískuorð í dag "	1	0.287378313256407	0.146673251035676	0.275044665759384	0.290903769948533
"1216"	1215	3	2	1	0.75	0.6666667	417700	3	"Mér finnst óþægindi það er mér mjög neikvætt hlaðið orð og ég hugsa um hvernig heimurinn muni vera fyrir börnin mín og barnabörn sem ég er hræddur um að við munum taka eftir afleiðingum loftslagsbreytinga miklu hraðar en við trúum í dag "	1	0.216667560008889	0.0377897433086503	0.45018407333748	0.295358623344981
"1217"	1216	1	2	1	1	0.6666667	20000	2	"Ég hef mikinn áhuga á loftslagsbreytingum og verður fljótt vakt ef fólk segir að það sé ekki satt eða að það sé í lagi að hlaupa eins og við gerum núna sem er svo ótrúlega mikið við getum gert til að draga úr losun okkar en samt eru margir sem eru ekki Rúm vegna þess að \"það hefur ekkert að segja hvað maður gerir\" en það hefur það! Ef allir gera smá að gera saman mikið FRP yfirlýsingar sínar að það gerist ekki er bara samtals á andliti, held ég að þegar þeir segja að það sé að þeir segja það svo að þeir geti skemmst um bíla sína með góðri samvisku í stað þess að stöðugt hugsa um losun Résirkuler Taktu fleiri strætó Notaðu hluti aftur það er ekki verra en það "	0	0.111773341725206	0.0129778515968245	0.525530654015454	0.349718152662516
"1218"	1217	5	1	0	0.5	0	650000	1	"Ég er ekki viss um hvort kröfur um loftslagsbreytingar séu viðeigandi, ég er líka ekki viss um hvort öll loftslagsbreytingar séu tilbúnar "	0	0.258699448368722	0.0565529962801081	0.359505948918497	0.325241606432673
"1219"	1218	6	1	0	0.25	0.3333333	800000	3	"Ég er ekki sannfærður um túlkunina sem er valin Ég er 67 ára og í öllu lífi mínu hef ég orðið fyrir loftslagsbreytingum snjóskorti á snjó miklu úrkomu litla úrkomu köldu sumar heitt sumar osfrv "	1	0.195565297497993	0.346678671725435	0.291869344811931	0.165886685964641
"1220"	1219	2	2	0	0.75	0.3333333	400000	3	"Ég er ekki 100% viss um að loftslagsbreytingar séu vegna þess að raunveruleg mengun náttúrulegra hörmungar hafa komið upp á öllum árum á þessum jarðvegi "	1	0.175947968764314	0.0790930415327414	0.484683303991667	0.260275685711277
"1221"	1220	3	1	1	1	0.6666667	600000	3	"Ég er að hluta bjartsýni þar sem hlutirnir gerast á sólríkum hliðum (sólfrumur) en og mjög pesimistic vegna þess að allir eru að bíða eftir að gera eitthvað þar til þau hafa orðið ríkari "	1	0.134731107936595	0.0332317309559788	0.415950577262243	0.416086583845183
"1222"	1221	4	2	1	1	0.3333333	280000	1	"Ég er áhyggjufullur "	0	0.248307292421067	0.289894639434862	0.271655779525257	0.190142288618814
"1223"	1222	3	2	1	0.75	0.3333333	338400	1	"Ég er áhyggjufullur um það vona að aðrir gætu hugsað um það "	0	0.268633849198575	0.145627297925333	0.302809868829793	0.282928984046299
"1224"	1223	6	1	0	0.5	0.6666667	1300000	3	"Ég er [...] Loftslagsbreytingar er náttúrulegur hluti af plánetunni okkar "	1	0.229108632933124	0.11174624233933	0.397828919318525	0.26131620540902
"1225"	1224	2	2	1	1	0.6666667	472000	3	"Ég er hræddur við að hugsa um hvernig við meðhöndlum jörðina sem við lifum á og að við gerum ekki meiri breytingar hraðar til að gæta þess betur "	1	0.155863443659857	0.0408955627811403	0.621710675700105	0.181530317858898
"1226"	1225	1	2	1	0.75	0	0	2	"Ég er hræddur og efins um gríðarlega CO2 losun okkar á meðan að hugsa um heiminn í flóðinu og öðrum náttúrulegum kreppum / miklum veðri "	0	0.211966198217699	0.168757987543385	0.364658714981209	0.254617099257708
"1227"	1226	5	2	1	1	0.3333333	85000	3	"Ég fæ að berjast og langar að gera meira en ég geri reiður og svekktur þegar fólk tekur það ekki alvarlegt "	1	0.153083897774872	0.13739032799262	0.302434222070218	0.407091552162291
"1228"	1227	3	1	1	1	0.3333333	400000	3	"Ég er að berjast hræddur um framtíðina og hvernig næstu kynslóðin ætti að lifa ef við gerum ekkert til "	1	0.142538301509295	0.0458887434995061	0.535371988624755	0.276200966366445
"1229"	1228	7	2	1	0.75	0	225000	1	"Ég fæ kvíða um hvernig framtíðin fær fyrir afkomendur okkar sem við lifum í dag getur húsbóndi það en eitthvað verður að gera hratt "	0	0.240647778097441	0.0589862817070464	0.394020775609712	0.306345164585801
"1230"	1229	4	2	1	1	0.6666667	169500	2	"Ég er áhyggjufullur og hræddur við framtíðina bæði börnin mín og barnabörn "	0	0.17578223639095	0.0536308677918179	0.577949170141264	0.192637725675968
"1231"	1230	1	2	1	1	0.3333333	60000	1	"Ég er hræddur við hvað er að gerast í framtíðinni sem ég hef efni \"félagslega þekkingu\" og hefur bara lesið að við erum svo spillt að við grafa undan okkar eigin framtíð. Skannarnir eru sendar til næstu kynslóðar á meðan ég held að þetta hafi í raun áhyggjur af Hagkerfi er hægt að flytja til venja okkar hvað varðar umhverfisvænni sem við verðum að hafa í huga að fólk kemur eftir okkur og það virðist ekki eins og við gerum "	0	0.101735358232032	0.0110493538478198	0.718021948054476	0.169193339865671
"1232"	1231	4	1	0	0.25	0	0	2	"Yaha? Margir eru svo óbreyttir og ekki hugsa um afleiðingar / veruleika utan þeirra eigin efni sem enginn tekur að plánetan breytist og einnig öll tímamælingar með tímanum sem farfuglaheimtu upp sem alger sjálf ef mælingar hafa aðeins verið gerðar um 50 til 70 ár og hýst Saman með tímalínum Fyrir plánetuna, til dæmis í 100.000 ár til 10 Miljons ár "	0	0.16438439446711	0.0190453466757812	0.528446938619541	0.288123320237568
"1233"	1232	4	1	1	0.25	0.3333333	440000	3	"Já en ég hef heyrt áður en ég held að ég einbeita sér að einhverju öðru til dæmis pantanir mér nýtt ódýrt flug "	1	0.199473067142137	0.066030013505779	0.381331760473915	0.353165158878169
"1234"	1233	3	1	0	0.75	0.3333333	0	2	"Já, það eru loftslagsbreytingar Nei Þetta ætti ekki að vera jafnvel skatta stefna í mjólkurvörum innan ökutækja (sérstakt rafmagn / hybrid) og innflutningur verður að einbeita sér að "	0	0.160839661016209	0.0293314674383233	0.530356339740499	0.279472531804969
"1235"	1234	2	1	1	1	0.3333333	300000	3	"það er að fara að hafa áhrif á fljótlega líf okkar í framtíðinni "	1	0.149158690311057	0.0495555318355352	0.52265520663558	0.278630571217828
"1237"	1236	3	1	1	0.5	0.3333333	436000	3	"Ís bráðna á norðurslóðum "	1	0.0918108608301333	0.758198219447987	0.0742349132961384	0.0757560064257413
"1238"	1237	1	2	1	1	0.6666667	180000	2	"Ice Melting Aukin sjávar stig hlýrri sjó sem leiðir til tíðari og öflugri stormar "	0	0.0816611326891332	0.774066382483554	0.0871042667825101	0.0571682180448028
"1239"	1238	4	1	1	0.75	0.3333333	0	2	"Ísbræðsla aukið sjó yfirborð / standa "	0	0.0786414876913872	0.810432612717618	0.0568582701412746	0.0540676294497205
"1240"	1239	2	2	1	1	0.6666667	520000	3	"Ísbræðsla vatnsskortur "	1	0.115912745596645	0.674660402629192	0.121689575413822	0.0877372763603398
"1241"	1240	4	2	1	1	0.6666667	465000	3	"Ís bráðna þurrt vatn skortur slæmt loft fellibylur typefones eyðileggingu regnskógarins og aðrir og oftar náttúruhamfarir sem lönd með helstu áskoranir fá enn meiri og erfiðara áskoranir sem leiða til stærri þjáningar manna og þess háttar! "	1	0.249661677271827	0.415471690853236	0.200548710596258	0.134317921278678
"1242"	1241	2	2	1	0.5	0.6666667	370000	3	"Ice Melting Stors Hurricane Flóð etc "	1	0.0746638340077655	0.824601635622007	0.0533865515907088	0.047347978779519
"1243"	1242	4	2	1	0.75	0.3333333	0	3	"Ísbræðsla á Pólverjar Breytingar á dýra- og plöntulífinu Ófyrirsjáanlegar veðurskilyrði sem hafa áhrif á allan heiminn "	1	0.155699247838405	0.384253453554536	0.281148612588579	0.17889868601848
"1244"	1243	1	2	1	1	0.3333333	20000	2	"Ís bráðnun á Pólverja Extreme Weather "	0	0.0796389582552038	0.801073078286769	0.0674712250825003	0.0518167383755268
"1245"	1244	4	1	1	0.5	0.3333333	600000	1	"Ísbræðsla og stormur "	0	0.106663956523957	0.753767110954228	0.0719265449608583	0.0676423875609566
"1246"	1245	4	1	1	0.75	0.3333333	1700000	3	"Ísbræðsla og óstöðugt veður "	1	0.071911523458635	0.816723646818362	0.0552863114827631	0.0560785182402402
"1247"	1246	3	2	1	0.75	0.6666667	470000	2	"Ísbræðsla og hækkandi vatnshæfi öflugri stormar og óstöðugt veðurhlíf loftslag "	0	0.0610169034823685	0.868560986829221	0.0384939394294323	0.0319281702589779
"1248"	1247	1	1	1	1	0.6666667	50000	2	"Ísbræðsla og náttúruhamfarir Í lok vegabréfsáritunar fyrir jörðina Við verðum að breyta lífi okkar verulega ef við verðum að breyta þessum áhyggjum ekki aðeins að við verðum að hætta við endurnýjanlega orkugjafa heldur einnig að hver og einn okkar sérstaklega í vestrænum heimi verður að draga úr neysluvettvangi okkar mörg mörg hak sem við lifum í því sem mér líkar að hringja í neytendahöll eitthvað Noregur ætti og fá tækifæri til að breyta því að við erum svo ríkur land eins og við erum "	0	0.101490610280878	0.0355484470464517	0.716552784296414	0.146408158376257
"1249"	1248	6	2	1	0.5	0.3333333	371000	3	"Ice Melting og Sea Level Stig "	1	0.0553738869510538	0.878915650013472	0.0294840013894792	0.0362264616459945
"1250"	1249	1	2	1	0.25	0.3333333	100000	2	"Ísbelting náttúruhamfarir eins og fellibylur Tsunamis O L Electric Bíll Endurvinnsla Endurvinnsla Endurvinnsla Ozone Layer CO2 Losun "	0	0.179219988403156	0.527814784978629	0.16696411016051	0.126001116457705
"1251"	1250	4	2	1	0.75	0.6666667	369	3	"Ísbræðsla í suðri og Norðurpól dýralíf með ísbjörninni sem tákn versna og er eytt og það fer hraðar en fyrst hélt að þetta muni einnig hafa áhrif á vatnsborðið til lengri tíma litið meira stormpróf og fellibylur á suðurhluta svæðum fyrir okkur hér í Noregi samanborið við önnur lönd. Hver sem jafnan hefur það notað allt frá sterkum stormi til mikillar úrkomu þeir munu fá meiri mikla veður og fá að forðast skort á skilningi á því sem við getum gert til að koma í veg fyrir þetta "	1	0.208874615349709	0.144165488417522	0.32623974953402	0.320720146698749
"1252"	1251	3	2	1	1	0.6666667	600000	2	"Ísbræðsla á norðurslóðum og á Grænlandi "	0	0.0930401548749752	0.775008159635603	0.0760841867072161	0.0558674987822057
"1253"	1252	4	1	0	0.5	0.3333333	500000	2	"Ísbræðsla mengun "	0	0.216481739230445	0.422348962864291	0.20426108723027	0.156908210674994
"1254"	1253	6	1	1	0.75	0.3333333	450000	2	"Ísbræðsla af pólarsvæðum "	0	0.118553924567416	0.696502853867332	0.0927696201106986	0.0921736014545525
"1257"	1256	4	1	1	0.5	0.3333333	950000	3	"ísbræðsla "	1	0.117708017903067	0.675134123704535	0.101723515310441	0.105434343081958
"1258"	1257	2	2	0	0.5	0.6666667	500000	3	"ísbræðsla "	1	0.154531181896303	0.578781022705395	0.157923104616076	0.108764690782226
"1259"	1258	6	2	1	0.75	0.3333333	450000	3	"ísbræðsla "	1	0.0986717290771618	0.751836322942701	0.0721192510333637	0.0773726969467732
"1260"	1259	3	2	1	1	0.3333333	600000	3	"Ísbræðsla "	1	0.110329267080422	0.688787466827827	0.108387534742121	0.0924957313496299
"1261"	1260	3	2	1	0.5	0.6666667	560000	3	"Ísbræðsla "	1	0.115429413216675	0.706817035654014	0.0943857154025277	0.0833678357267838
"1262"	1261	5	1	1	1	0.6666667	500000	3	"Ísbræðsla "	1	0.111775395770562	0.689273684855551	0.108668827569284	0.0902820918046027
